selected,total,duration,solving_time,instant,1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,"(1, 9)","(2, 10)","(3, 11)","(9, 1)","(10, 2)","(11, 3)","(12, 4)","(13, 5)","(15, 7)","(16, 8)","(10, 9)","(9, 10)","(11, 10)","(10, 11)","(12, 11)","(11, 12)","(13, 12)","(12, 13)","(14, 13)","(13, 14)","(15, 14)","(14, 15)","(16, 15)","(15, 16)","(9, 16)","(16, 9)","(10, 17)","(12, 17)","(17, 12)","(14, 17)","(17, 14)","(16, 17)","(17, 16)","(10, 18)","(18, 10)","(12, 18)","(18, 12)","(14, 18)","(18, 14)","(16, 18)","(18, 16)"
0.0,0.0,0.0,0.0,256.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.72,0.0,0.0,0.0,0.3,0.276,0.55,0.998,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.464,0.175,0.0,0.138,0.0,0.0,0.0,0.0276,0.0,0.0,0.0,0.325,0.0072,0.0,0.0,0.0622,0.05
0.0,0.0,0.0,0.0,260.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.84,0.0,0.68,0.3,0.3,0.4,0.82,0.136,0.438,0.998,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.02,0.0,0.452,0.25,0.0,0.068,0.0,0.0,0.0,0.0136,0.0,0.006,0.0,0.251,0.0098,0.0,0.003,0.0586,0.04
0.0,0.0,0.0,0.0,261.0,0.9,0.0,0.0,0.0,0.0,0.6,0.4,0.88,0.86,0.0,0.38,0.6,0.66,0.86,0.86,0.05,0.418,0.998,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.072,0.048,0.015,0.388,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.093,0.0,0.062,0.165,0.482,0.125,0.019,0.0,0.0,0.0,0.0,0.011,0.0,0.049,0.0,0.058,0.0098,0.013,0.004,0.1446,0.0
0.0,0.0,0.0,0.0,265.0,0.8,0.0,0.0,0.0,0.0,0.6,0.4,0.84,0.86,0.0,0.52,0.3,0.38,0.86,0.68,0.16,0.374,0.998,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.072,0.048,0.025,0.398,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.099,0.0,0.063,0.32,0.474,0.145,0.025,0.035,0.0,0.0,0.0,0.036,0.0,0.043,0.0,0.044,0.0082,0.013,0.001,0.1336,0.0
0.0,0.0,0.0,0.0,266.0,0.8,0.0,0.0,0.0,0.0,0.7,0.4,0.9,0.86,0.0,0.52,0.3,0.72,0.68,0.82,0.154,0.342,0.998,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.084,0.048,0.045,0.498,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.156,0.0,0.092,0.325,0.451,0.19,0.006,0.047,0.0032,0.0,0.0,0.0426,0.0,0.078,0.0,0.032,0.002,0.0,0.0,0.1012,0.004
0.0,0.0,0.0,0.0,270.0,0.9,0.0,0.0,0.0,0.0,0.7,0.4,0.9,0.84,0.0,0.34,0.56,0.7,0.7,0.86,0.144,0.342,0.998,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.084,0.048,0.035,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.01,0.163,0.025,0.12,0.18,0.477,0.195,0.008,0.026,0.0034,0.012,0.0,0.0438,0.0,0.078,0.0,0.032,0.0,0.0,0.0,0.0992,0.004
0.0,0.0,0.0,0.0,271.0,0.9,0.0,0.0,0.0,0.0,0.5,0.4,0.9,0.84,0.0,0.5,0.56,0.58,0.86,0.86,0.112,0.358,0.998,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.048,0.0,0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.01,0.127,0.025,0.13,0.19,0.492,0.21,0.01,0.014,0.0046,0.012,0.0,0.0358,0.0,0.073,0.0,0.036,0.0004,0.0,0.0,0.1132,0.007
0.0,0.0,0.0,0.0,275.0,0.8,0.0,0.0,0.0,0.0,0.7,0.4,0.88,0.84,0.0,0.52,0.3,0.72,0.88,0.8,0.102,0.38,0.998,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.084,0.048,0.02,0.467,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.156,0.0,0.142,0.355,0.488,0.17,0.005,0.031,0.0044,0.0,0.0,0.0296,0.0,0.079,0.0,0.036,0.0008,0.0,0.0,0.1208,0.007
0.0,0.0,0.0,0.0,276.0,0.9,0.0,0.0,0.0,0.0,0.7,0.4,0.9,0.84,0.0,0.52,0.3,0.72,0.88,0.86,0.236,0.238,0.998,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.084,0.048,0.02,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.161,0.005,0.132,0.345,0.627,0.195,0.024,0.043,0.0046,0.0,0.0,0.0792,0.0,0.038,0.0,0.022,0.0006,0.0,0.0,0.0834,0.0
0.0,0.0,0.0,0.0,280.0,0.7,0.0,0.0,0.0,0.0,0.5,0.4,0.8,0.02,0.0,0.52,0.3,0.58,0.44,0.52,0.17,0.224,0.73,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.06,0.048,0.0,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.119,0.005,0.071,0.17,0.489,0.145,0.021,0.02,0.005,0.0,0.0,0.066,0.0,0.032,0.0,0.026,0.0002,0.0,0.0,0.0766,0.0
0.0,0.0,0.0,0.0,281.0,0.9,0.0,0.0,0.0,0.0,0.5,0.4,0.9,0.84,0.0,0.52,0.24,0.6,0.86,0.86,0.222,0.008,0.73,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.048,0.0,0.177,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.015,0.122,0.02,0.09,0.075,0.378,0.13,0.015,0.044,0.0052,0.0,0.0,0.0804,0.001,0.0,0.0,0.004,0.0,0.0,0.0,0.0008,0.0
0.0,0.0,0.0,0.0,285.0,0.9,0.0,0.0,0.0,0.0,0.5,0.4,0.86,0.84,0.0,0.48,0.24,0.6,0.86,0.68,0.198,0.0,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.048,0.0,0.177,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.015,0.122,0.02,0.09,0.075,0.351,0.12,0.015,0.036,0.0048,0.0,0.0,0.0736,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,286.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.86,0.0,0.5,0.26,0.58,0.86,0.86,0.0,0.174,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.036,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.117,0.015,0.09,0.075,0.308,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.005,0.0,0.0,0.0614,0.002
0.0,0.0,0.0,0.0,291.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.86,0.0,0.5,0.26,0.58,0.86,0.86,0.0,0.174,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.036,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.117,0.015,0.09,0.075,0.308,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.005,0.0,0.0,0.0614,0.002
0.0,0.0,0.0,0.0,296.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.86,0.0,0.5,0.26,0.58,0.86,0.86,0.0,0.174,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.036,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.117,0.015,0.09,0.075,0.308,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.005,0.0,0.0,0.0614,0.002
0.0,0.0,0.0,0.0,301.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.86,0.0,0.5,0.26,0.58,0.86,0.86,0.0,0.174,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.036,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.117,0.015,0.09,0.075,0.308,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.005,0.0,0.0,0.0614,0.002
0.0,0.0,0.0,0.0,306.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.86,0.0,0.5,0.26,0.58,0.86,0.86,0.0,0.174,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.036,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.117,0.015,0.09,0.075,0.308,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.005,0.0,0.0,0.0614,0.002
0.0,0.0,0.0,0.0,311.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.86,0.0,0.5,0.26,0.58,0.86,0.86,0.0,0.174,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.036,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.117,0.015,0.09,0.075,0.308,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.005,0.0,0.0,0.0614,0.002
0.0,0.0,0.0,0.0,316.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.86,0.0,0.5,0.26,0.58,0.86,0.86,0.0,0.174,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.036,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.117,0.015,0.09,0.075,0.308,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.005,0.0,0.0,0.0614,0.002
0.0,0.0,0.0,0.0,321.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.86,0.0,0.5,0.26,0.58,0.86,0.86,0.0,0.174,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.036,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.117,0.015,0.09,0.075,0.308,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.005,0.0,0.0,0.0614,0.002
0.0,0.0,0.0,0.0,326.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.86,0.0,0.5,0.26,0.58,0.86,0.86,0.0,0.174,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.036,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.117,0.015,0.09,0.075,0.308,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.005,0.0,0.0,0.0614,0.002
0.0,0.0,0.0,0.0,331.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.86,0.0,0.5,0.26,0.58,0.86,0.86,0.0,0.174,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.036,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.117,0.015,0.09,0.075,0.308,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.005,0.0,0.0,0.0614,0.002
0.0,0.0,0.0,0.0,336.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.86,0.0,0.5,0.26,0.58,0.86,0.86,0.0,0.174,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.036,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.117,0.015,0.09,0.075,0.308,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.005,0.0,0.0,0.0614,0.002
0.0,0.0,0.0,0.0,341.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.86,0.0,0.5,0.26,0.58,0.86,0.86,0.0,0.174,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.036,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.117,0.015,0.09,0.075,0.308,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.005,0.0,0.0,0.0614,0.002
0.0,0.0,0.0,0.0,346.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.86,0.0,0.5,0.26,0.58,0.86,0.86,0.0,0.174,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.036,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.117,0.015,0.09,0.075,0.308,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.005,0.0,0.0,0.0614,0.002
0.0,0.0,0.0,0.0,351.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.86,0.0,0.5,0.26,0.58,0.86,0.86,0.0,0.174,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.036,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.117,0.015,0.09,0.075,0.308,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.005,0.0,0.0,0.0614,0.002
0.0,0.0,0.0,0.0,356.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.86,0.0,0.5,0.26,0.58,0.86,0.86,0.0,0.174,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.036,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.117,0.015,0.09,0.075,0.308,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.005,0.0,0.0,0.0614,0.002
0.0,0.0,0.0,0.0,361.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.86,0.0,0.5,0.26,0.58,0.86,0.86,0.0,0.174,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.036,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.117,0.015,0.09,0.075,0.308,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.005,0.0,0.0,0.0614,0.002
0.0,0.0,0.0,0.0,366.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.86,0.0,0.5,0.26,0.58,0.86,0.86,0.0,0.174,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.036,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.117,0.015,0.09,0.075,0.308,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.005,0.0,0.0,0.0614,0.002
0.0,0.0,0.0,0.0,371.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.86,0.0,0.5,0.26,0.58,0.86,0.86,0.0,0.174,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.036,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.117,0.015,0.09,0.075,0.308,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.005,0.0,0.0,0.0614,0.002
0.0,0.0,0.0,0.0,376.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.86,0.0,0.5,0.26,0.58,0.86,0.86,0.0,0.174,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.036,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.117,0.015,0.09,0.075,0.308,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.005,0.0,0.0,0.0614,0.002
0.0,0.0,0.0,0.0,381.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.86,0.0,0.5,0.26,0.58,0.86,0.86,0.0,0.174,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.036,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.117,0.015,0.09,0.075,0.308,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.005,0.0,0.0,0.0614,0.002
0.0,0.0,0.0,0.0,386.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.86,0.0,0.5,0.26,0.58,0.86,0.86,0.0,0.174,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.036,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.117,0.015,0.09,0.075,0.308,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.005,0.0,0.0,0.0614,0.002
0.0,0.0,0.0,0.0,391.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.86,0.0,0.5,0.26,0.58,0.86,0.86,0.0,0.174,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.036,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.117,0.015,0.09,0.075,0.308,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.005,0.0,0.0,0.0614,0.002
0.0,0.0,0.0,0.0,396.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.86,0.0,0.5,0.26,0.58,0.86,0.86,0.0,0.174,0.672,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.036,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.117,0.015,0.09,0.075,0.308,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.035,0.005,0.0,0.0,0.0614,0.002
0.0,0.0,0.0,0.0,401.0,0.9,0.8,0.0,0.0,0.0,0.7,0.4,0.9,0.86,0.64,0.72,0.72,0.7,0.88,0.86,0.348,0.348,0.672,0.674,0.0,0.09,0.08,0.0,0.0,0.0,0.084,0.048,0.084,0.032,0.125,0.104,0.21,0.072,0.005,0.036,0.0,0.04,0.042,0.0,0.063,0.315,0.653,0.13,0.022,0.038,0.0,0.017,0.0,0.1318,0.0,0.0416,0.002,0.08,0.0,0.022,0.0046,0.0718,0.0
0.0,0.0,0.0,0.0,406.0,0.9,0.8,0.0,0.0,0.0,0.7,0.4,0.9,0.86,0.64,0.72,0.72,0.7,0.88,0.86,0.348,0.348,0.672,0.674,0.0,0.09,0.08,0.0,0.0,0.0,0.084,0.048,0.084,0.032,0.125,0.104,0.21,0.072,0.005,0.036,0.0,0.04,0.042,0.0,0.063,0.315,0.653,0.13,0.022,0.038,0.0,0.017,0.0,0.1318,0.0,0.0416,0.002,0.08,0.0,0.022,0.0046,0.0718,0.0
0.0,0.0,0.0,0.0,411.0,0.9,0.8,0.0,0.0,0.0,0.7,0.4,0.9,0.86,0.64,0.72,0.72,0.7,0.88,0.86,0.348,0.348,0.672,0.674,0.0,0.09,0.08,0.0,0.0,0.0,0.084,0.048,0.084,0.032,0.125,0.104,0.21,0.072,0.005,0.036,0.0,0.04,0.042,0.0,0.063,0.315,0.653,0.13,0.022,0.038,0.0,0.017,0.0,0.1318,0.0,0.0416,0.002,0.08,0.0,0.022,0.0046,0.0718,0.0
0.0,0.0,0.0,0.0,416.0,0.9,0.8,0.0,0.0,0.0,0.7,0.4,0.9,0.86,0.64,0.72,0.72,0.7,0.88,0.86,0.348,0.348,0.672,0.674,0.0,0.09,0.08,0.0,0.0,0.0,0.084,0.048,0.084,0.032,0.125,0.104,0.21,0.072,0.005,0.036,0.0,0.04,0.042,0.0,0.063,0.315,0.653,0.13,0.022,0.038,0.0,0.017,0.0,0.1318,0.0,0.0416,0.002,0.08,0.0,0.022,0.0046,0.0718,0.0
0.0,0.0,0.0,0.0,421.0,0.9,0.8,0.0,0.0,0.0,0.7,0.4,0.9,0.86,0.64,0.72,0.72,0.7,0.88,0.86,0.348,0.348,0.672,0.674,0.0,0.09,0.08,0.0,0.0,0.0,0.084,0.048,0.084,0.032,0.125,0.104,0.21,0.072,0.005,0.036,0.0,0.04,0.042,0.0,0.063,0.315,0.653,0.13,0.022,0.038,0.0,0.017,0.0,0.1318,0.0,0.0416,0.002,0.08,0.0,0.022,0.0046,0.0718,0.0
0.0,0.0,0.0,0.0,426.0,0.9,0.8,0.0,0.0,0.0,0.7,0.4,0.9,0.86,0.64,0.72,0.72,0.7,0.88,0.86,0.348,0.348,0.672,0.674,0.0,0.09,0.08,0.0,0.0,0.0,0.084,0.048,0.084,0.032,0.125,0.104,0.21,0.072,0.005,0.036,0.0,0.04,0.042,0.0,0.063,0.315,0.653,0.13,0.022,0.038,0.0,0.017,0.0,0.1318,0.0,0.0416,0.002,0.08,0.0,0.022,0.0046,0.0718,0.0
0.0,0.0,0.0,0.0,431.0,0.9,0.8,0.0,0.0,0.0,0.7,0.4,0.9,0.86,0.64,0.72,0.72,0.7,0.88,0.86,0.348,0.348,0.672,0.674,0.0,0.09,0.08,0.0,0.0,0.0,0.084,0.048,0.084,0.032,0.125,0.104,0.21,0.072,0.005,0.036,0.0,0.04,0.042,0.0,0.063,0.315,0.653,0.13,0.022,0.038,0.0,0.017,0.0,0.1318,0.0,0.0416,0.002,0.08,0.0,0.022,0.0046,0.0718,0.0
0.0,0.0,0.0,0.0,436.0,0.9,0.8,0.0,0.0,0.0,0.7,0.4,0.9,0.86,0.64,0.72,0.72,0.7,0.88,0.86,0.348,0.348,0.672,0.674,0.0,0.09,0.08,0.0,0.0,0.0,0.084,0.048,0.084,0.032,0.125,0.104,0.21,0.072,0.005,0.036,0.0,0.04,0.042,0.0,0.063,0.315,0.653,0.13,0.022,0.038,0.0,0.017,0.0,0.1318,0.0,0.0416,0.002,0.08,0.0,0.022,0.0046,0.0718,0.0
0.0,0.0,0.0,0.0,441.0,0.9,0.8,0.0,0.0,0.0,0.7,0.4,0.9,0.86,0.64,0.72,0.72,0.7,0.88,0.86,0.348,0.348,0.672,0.674,0.0,0.09,0.08,0.0,0.0,0.0,0.084,0.048,0.084,0.032,0.125,0.104,0.21,0.072,0.005,0.036,0.0,0.04,0.042,0.0,0.063,0.315,0.653,0.13,0.022,0.038,0.0,0.017,0.0,0.1318,0.0,0.0416,0.002,0.08,0.0,0.022,0.0046,0.0718,0.0
0.0,0.0,0.0,0.0,446.0,0.9,0.8,0.0,0.0,0.0,0.7,0.4,0.9,0.86,0.64,0.72,0.72,0.7,0.88,0.86,0.348,0.348,0.672,0.674,0.0,0.09,0.08,0.0,0.0,0.0,0.084,0.048,0.084,0.032,0.125,0.104,0.21,0.072,0.005,0.036,0.0,0.04,0.042,0.0,0.063,0.315,0.653,0.13,0.022,0.038,0.0,0.017,0.0,0.1318,0.0,0.0416,0.002,0.08,0.0,0.022,0.0046,0.0718,0.0
0.0,0.0,0.0,0.0,450.0,0.9,0.8,0.5,0.0,0.0,0.7,0.4,0.9,0.86,0.86,0.72,0.72,0.7,0.88,0.86,0.494,0.494,0.672,0.998,0.0,0.09,0.08,0.06,0.0,0.0,0.084,0.048,0.084,0.032,0.125,0.12,0.21,0.802,0.005,0.036,0.0,0.04,0.042,0.0,0.063,0.315,0.653,0.13,0.0366,0.111,0.0,0.017,0.0,0.1318,0.0,0.0562,0.002,0.153,0.0,0.022,0.0046,0.0718,0.0
0.0,0.0,0.0,0.0,451.0,0.9,0.8,0.6,0.0,0.0,0.7,0.4,0.9,0.86,0.86,0.28,0.0,0.72,0.88,0.86,0.432,0.434,0.522,0.914,0.0,0.09,0.08,0.072,0.0,0.0,0.084,0.048,0.069,0.008,0.25,0.063,0.0,0.999,0.0,0.0,0.0,0.0,0.049,0.0,0.065,0.31,0.562,0.105,0.0488,0.113,0.0,0.011,0.0,0.0864,0.0,0.0682,0.0,0.074,0.0,0.02,0.0044,0.1026,0.0
0.0,0.0,0.0,0.0,455.0,0.9,0.8,0.3,0.0,0.0,0.7,0.4,0.9,0.86,0.86,0.74,0.0,0.72,0.88,0.86,0.436,0.436,0.522,0.96,0.0,0.09,0.08,0.036,0.0,0.0,0.084,0.048,0.069,0.008,0.995,0.083,0.0,0.407,0.0,0.0,0.0,0.0,0.049,0.0,0.065,0.31,0.562,0.105,0.1242,0.04,0.0,0.011,0.0,0.0864,0.0,0.1424,0.0,0.001,0.0,0.02,0.0044,0.1026,0.0
0.0,0.0,0.0,0.0,456.0,0.9,0.8,0.2,0.0,0.0,0.7,0.5,0.9,0.86,0.84,0.6,0.54,0.68,0.86,0.86,0.488,0.49,0.622,0.998,0.0,0.09,0.08,0.024,0.0,0.0,0.084,0.06,0.067,0.019,0.995,0.067,0.0,0.138,0.0,0.027,0.0,0.04,0.073,0.0,0.063,0.22,0.594,0.1,0.1274,0.071,0.0,0.015,0.0,0.0794,0.0,0.1338,0.0,0.072,0.0068,0.016,0.0042,0.0832,0.0
0.0,0.0,0.0,0.0,460.0,0.9,0.8,0.7,0.0,0.0,0.7,0.5,0.9,0.86,0.88,0.7,0.54,0.68,0.86,0.86,0.476,0.478,0.622,0.998,0.0,0.09,0.08,0.084,0.0,0.0,0.084,0.06,0.067,0.019,0.25,0.078,0.0,0.852,0.0,0.027,0.0,0.04,0.073,0.0,0.063,0.22,0.594,0.1,0.0512,0.14,0.0,0.015,0.0,0.0794,0.0,0.0588,0.0,0.14,0.007,0.016,0.0042,0.0832,0.0
0.0,0.0,0.0,0.0,461.0,0.9,0.8,0.7,0.0,0.0,0.6,0.0,0.9,0.86,0.86,0.7,0.52,0.6,0.86,0.86,0.514,0.514,0.672,0.998,0.0,0.09,0.08,0.084,0.0,0.0,0.072,0.0,0.143,0.225,0.995,0.084,0.0,0.894,0.0,0.026,0.0,0.0,0.057,0.0,0.056,0.155,0.379,0.065,0.138,0.121,0.0052,0.004,0.0024,0.053,0.0,0.1308,0.0,0.121,0.0002,0.006,0.0022,0.053,0.0
0.0,0.0,0.0,0.0,465.0,0.9,0.8,0.0,0.0,0.0,0.6,0.0,0.9,0.86,0.64,0.64,0.66,0.6,0.86,0.86,0.528,0.528,0.672,0.998,0.0,0.09,0.08,0.0,0.0,0.0,0.072,0.0,0.143,0.225,0.995,0.039,0.0,0.192,0.005,0.032,0.001,0.11,0.057,0.0,0.056,0.155,0.379,0.065,0.1446,0.117,0.0104,0.015,0.0024,0.053,0.0,0.1332,0.0,0.117,0.001,0.017,0.0024,0.053,0.0
0.0,0.0,0.0,0.0,466.0,0.9,0.8,0.0,0.0,0.0,0.6,0.0,0.9,0.86,0.86,0.78,0.78,0.66,0.86,0.86,0.6,0.602,0.872,0.998,0.0,0.09,0.08,0.0,0.0,0.0,0.072,0.0,0.217,0.415,0.215,0.065,0.27,0.172,0.085,0.014,0.025,0.165,0.046,0.0,0.055,0.31,0.428,0.055,0.0856,0.161,0.0052,0.026,0.0044,0.097,0.0,0.0842,0.0,0.16,0.001,0.027,0.006,0.097,0.0
