selected,total,duration,solving_time,instant,1,2,3,4
0.0,0.0,0.0,0.0,28.5,0.29,0.0,0.0,0.0
0.0,0.0,0.0,0.0,28.75,0.29,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29.0,0.3,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29.25,0.3,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29.5,0.3,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29.75,0.3,0.0,0.0,0.0
0.0,0.0,0.0,0.0,30.0,0.31,0.0,0.0,0.0
0.0,0.0,0.0,0.0,30.25,0.31,0.0,0.0,0.0
0.0,0.0,0.0,0.0,30.5,0.31,0.0,0.0,0.0
0.0,0.0,0.0,0.0,30.75,0.31,0.0,0.0,0.0
0.0,0.0,0.0,0.0,31.0,0.32,0.0,0.0,0.0
0.0,0.0,0.0,0.0,31.25,0.32,0.0,0.0,0.0
0.0,0.0,0.0,0.0,31.5,0.32,0.0,0.0,0.0
0.0,0.0,0.0,0.0,31.75,0.32,0.0,0.0,0.0
0.0,0.0,0.0,0.0,32.0,0.33,0.0,0.0,0.0
0.0,0.0,0.0,0.0,32.25,0.33,0.0,0.0,0.0
0.0,0.0,0.0,0.0,32.5,0.33,0.0,0.0,0.0
0.0,0.0,0.0,0.0,32.75,0.33,0.0,0.0,0.0
0.0,0.0,0.0,0.0,33.0,0.34,0.0,0.0,0.0
0.0,0.0,0.0,0.0,33.25,0.34,0.0,0.0,0.0
0.0,0.0,0.0,0.0,33.5,0.34,0.0,0.0,0.0
0.0,0.0,0.0,0.0,33.75,0.34,0.0,0.0,0.0
0.0,0.0,0.0,0.0,34.0,0.35,0.0,0.0,0.0
0.0,0.0,0.0,0.0,34.25,0.35,0.0,0.0,0.0
0.0,0.0,0.0,0.0,34.5,0.35,0.0,0.0,0.0
0.0,0.0,0.0,0.0,34.75,0.35,0.0,0.0,0.0
0.0,0.0,0.0,0.0,35.0,0.36,0.0,0.0,0.0
0.0,0.0,0.0,0.0,35.25,0.36,0.0,0.0,0.0
0.0,0.0,0.0,0.0,35.5,0.36,0.0,0.0,0.0
0.0,0.0,0.0,0.0,35.75,0.36,0.0,0.0,0.0
0.0,0.0,0.0,0.0,36.0,0.37,0.0,0.0,0.0
0.0,0.0,0.0,0.0,36.25,0.37,0.0,0.0,0.0
0.0,0.0,0.0,0.0,36.5,0.37,0.0,0.0,0.0
0.0,0.0,0.0,0.0,36.75,0.37,0.0,0.0,0.0
0.0,0.0,0.0,0.0,37.0,0.38,0.0,0.0,0.0
0.0,0.0,0.0,0.0,37.25,0.38,0.0,0.0,0.0
0.0,0.0,0.0,0.0,37.5,0.38,0.0,0.0,0.0
0.0,0.0,0.0,0.0,37.75,0.38,0.0,0.0,0.0
0.0,0.0,0.0,0.0,38.0,0.39,0.0,0.0,0.0
0.0,0.0,0.0,0.0,38.25,0.39,0.0,0.0,0.0
0.0,0.0,0.0,0.0,38.5,0.39,0.0,0.0,0.0
0.0,0.0,0.0,0.0,38.75,0.39,0.0,0.0,0.0
0.0,0.0,0.0,0.0,39.0,0.4,0.0,0.0,0.0
0.0,0.0,0.0,0.0,39.25,0.4,0.0,0.0,0.0
0.0,0.0,0.0,0.0,39.5,0.4,0.0,0.0,0.0
0.0,0.0,0.0,0.0,39.75,0.4,0.0,0.0,0.0
0.0,0.0,0.0,0.0,40.0,0.41,0.0,0.0,0.0
0.0,0.0,0.0,0.0,40.25,0.41,0.0,0.0,0.0
0.0,0.0,0.0,0.0,40.5,0.41,0.0,0.0,0.0
0.0,0.0,0.0,0.0,40.75,0.41,0.0,0.0,0.0
0.0,0.0,0.0,0.0,41.0,0.42,0.0,0.0,0.0
0.0,0.0,0.0,0.0,41.25,0.42,0.0,0.0,0.0
0.0,0.0,0.0,0.0,41.5,0.42,0.0,0.0,0.0
0.0,0.0,0.0,0.0,41.75,0.42,0.0,0.0,0.0
0.0,0.0,0.0,0.0,42.0,0.43,0.0,0.0,0.0
0.0,0.0,0.0,0.0,42.25,0.43,0.0,0.0,0.0
0.0,0.0,0.0,0.0,42.5,0.43,0.0,0.0,0.0
0.0,0.0,0.0,0.0,42.75,0.43,0.0,0.0,0.0
0.0,0.0,0.0,0.0,43.0,0.44,0.0,0.0,0.0
0.0,0.0,0.0,0.0,43.25,0.44,0.0,0.0,0.0
0.0,0.0,0.0,0.0,43.5,0.44,0.0,0.0,0.0
0.0,0.0,0.0,0.0,43.75,0.44,0.0,0.0,0.0
0.0,0.0,0.0,0.0,44.0,0.45,0.0,0.0,0.0
0.0,0.0,0.0,0.0,44.25,0.45,0.0,0.0,0.0
0.0,0.0,0.0,0.0,44.5,0.45,0.0,0.0,0.0
0.0,0.0,0.0,0.0,44.75,0.45,0.0,0.0,0.0
0.0,0.0,0.0,0.0,45.0,0.46,0.0,0.0,0.0
0.0,0.0,0.0,0.0,45.25,0.46,0.0,0.0,0.0
0.0,0.0,0.0,0.0,45.5,0.46,0.0,0.0,0.0
0.0,0.0,0.0,0.0,45.75,0.46,0.0,0.0,0.0
0.0,0.0,0.0,0.0,46.0,0.47,0.0,0.0,0.0
0.0,0.0,0.0,0.0,46.25,0.47,0.0,0.0,0.0
0.0,0.0,0.0,0.0,46.5,0.47,0.0,0.0,0.0
0.0,0.0,0.0,0.0,46.75,0.47,0.0,0.0,0.0
0.0,0.0,0.0,0.0,47.0,0.48,0.0,0.0,0.0
0.0,0.0,0.0,0.0,47.25,0.48,0.0,0.0,0.0
0.0,0.0,0.0,0.0,47.5,0.48,0.0,0.0,0.0
0.0,0.0,0.0,0.0,47.75,0.48,0.0,0.0,0.0
0.0,0.0,0.0,0.0,48.0,0.49,0.0,0.0,0.0
0.0,0.0,0.0,0.0,48.25,0.49,0.0,0.0,0.0
0.0,0.0,0.0,0.0,48.5,0.49,0.0,0.0,0.0
0.0,0.0,0.0,0.0,48.75,0.49,0.0,0.0,0.0
0.0,0.0,0.0,0.0,49.0,0.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,49.25,0.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,49.5,0.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,49.75,0.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,50.0,0.51,0.0,0.0,0.0
0.0,0.0,0.0,0.0,50.25,0.51,0.0,0.0,0.0
0.0,0.0,0.0,0.0,50.5,0.51,0.0,0.0,0.0
0.0,0.0,0.0,0.0,50.75,0.51,0.0,0.0,0.0
0.0,0.0,0.0,0.0,51.0,0.52,0.0,0.0,0.0
0.0,0.0,0.0,0.0,51.25,0.52,0.0,0.0,0.0
0.0,0.0,0.0,0.0,51.5,0.52,0.0,0.0,0.0
0.0,0.0,0.0,0.0,51.75,0.52,0.0,0.0,0.0
0.0,0.0,0.0,0.0,52.0,0.53,0.0,0.0,0.0
0.0,0.0,0.0,0.0,52.25,0.53,0.0,0.0,0.0
0.0,0.0,0.0,0.0,52.5,0.53,0.0,0.0,0.0
0.0,0.0,0.0,0.0,52.75,0.53,0.0,0.0,0.0
0.0,0.0,0.0,0.0,53.0,0.54,0.0,0.0,0.0
0.0,0.0,0.0,0.0,53.25,0.54,0.0,0.0,0.0
0.0,0.0,0.0,0.0,53.5,0.54,0.0,0.0,0.0
0.0,0.0,0.0,0.0,53.75,0.54,0.0,0.0,0.0
0.0,0.0,0.0,0.0,54.0,0.55,0.0,0.0,0.0
0.0,0.0,0.0,0.0,54.25,0.55,0.0,0.0,0.0
0.0,0.0,0.0,0.0,54.5,0.55,0.0,0.0,0.0
0.0,0.0,0.0,0.0,54.75,0.55,0.0,0.0,0.0
0.0,0.0,0.0,0.0,55.0,0.56,0.0,0.0,0.0
0.0,0.0,0.0,0.0,55.25,0.56,0.0,0.0,0.0
0.0,0.0,0.0,0.0,55.5,0.56,0.0,0.0,0.0
0.0,0.0,0.0,0.0,55.75,0.56,0.0,0.0,0.0
0.0,0.0,0.0,0.0,56.0,0.57,0.0,0.0,0.0
0.0,0.0,0.0,0.0,56.25,0.57,0.0,0.0,0.0
0.0,0.0,0.0,0.0,56.5,0.57,0.0,0.0,0.0
0.0,0.0,0.0,0.0,56.75,0.57,0.0,0.0,0.0
0.0,0.0,0.0,0.0,57.0,0.58,0.0,0.0,0.0
0.0,0.0,0.0,0.0,57.25,0.58,0.0,0.0,0.0
0.0,0.0,0.0,0.0,57.5,0.58,0.0,0.0,0.0
0.0,0.0,0.0,0.0,57.75,0.58,0.0,0.0,0.0
0.0,0.0,0.0,0.0,58.0,0.59,0.0,0.0,0.0
0.0,0.0,0.0,0.0,58.25,0.59,0.0,0.0,0.0
0.0,0.0,0.0,0.0,58.5,0.59,0.0,0.0,0.0
0.0,0.0,0.0,0.0,58.75,0.59,0.0,0.0,0.0
0.0,0.0,0.0,0.0,59.0,0.6,0.0,0.0,0.0
0.0,0.0,0.0,0.0,59.25,0.6,0.0,0.0,0.0
0.0,0.0,0.0,0.0,59.5,0.6,0.0,0.0,0.0
0.0,0.0,0.0,0.0,59.75,0.6,0.0,0.0,0.0
0.0,0.0,0.0,0.0,60.0,0.61,0.0,0.0,0.0
0.0,0.0,0.0,0.0,60.25,0.61,0.0,0.0,0.0
0.0,0.0,0.0,0.0,60.5,0.61,0.0,0.0,0.0
0.0,0.0,0.0,0.0,60.75,0.61,0.0,0.0,0.0
0.0,0.0,0.0,0.0,61.0,0.62,0.0,0.0,0.0
0.0,0.0,0.0,0.0,61.25,0.62,0.0,0.0,0.0
0.0,0.0,0.0,0.0,61.5,0.62,0.0,0.0,0.0
0.0,0.0,0.0,0.0,61.75,0.62,0.0,0.0,0.0
0.0,0.0,0.0,0.0,62.0,0.63,0.0,0.0,0.0
0.0,0.0,0.0,0.0,62.25,0.63,0.0,0.0,0.0
0.0,0.0,0.0,0.0,62.5,0.63,0.0,0.0,0.0
0.0,0.0,0.0,0.0,62.75,0.63,0.0,0.0,0.0
0.0,0.0,0.0,0.0,63.0,0.64,0.0,0.0,0.0
0.0,0.0,0.0,0.0,63.25,0.64,0.0,0.0,0.0
0.0,0.0,0.0,0.0,63.5,0.64,0.0,0.0,0.0
0.0,0.0,0.0,0.0,63.75,0.64,0.0,0.0,0.0
0.0,0.0,0.0,0.0,64.0,0.65,0.0,0.0,0.0
0.0,0.0,0.0,0.0,64.25,0.65,0.0,0.0,0.0
0.0,0.0,0.0,0.0,64.5,0.65,0.0,0.0,0.0
0.0,0.0,0.0,0.0,64.75,0.65,0.0,0.0,0.0
0.0,0.0,0.0,0.0,65.0,0.66,0.0,0.0,0.0
0.0,0.0,0.0,0.0,65.25,0.66,0.0,0.0,0.0
0.0,0.0,0.0,0.0,65.5,0.66,0.0,0.0,0.0
0.0,0.0,0.0,0.0,65.75,0.66,0.0,0.0,0.0
0.0,0.0,0.0,0.0,66.0,0.67,0.0,0.0,0.0
0.0,0.0,0.0,0.0,66.25,0.67,0.0,0.0,0.0
0.0,0.0,0.0,0.0,66.5,0.67,0.0,0.0,0.0
0.0,0.0,0.0,0.0,66.75,0.67,0.0,0.0,0.0
0.0,0.0,0.0,0.0,67.0,0.68,0.0,0.0,0.0
0.0,0.0,0.0,0.0,67.25,0.68,0.0,0.0,0.0
0.0,0.0,0.0,0.0,67.5,0.68,0.0,0.0,0.0
0.0,0.0,0.0,0.0,67.75,0.68,0.0,0.0,0.0
0.0,0.0,0.0,0.0,68.0,0.69,0.0,0.0,0.0
0.0,0.0,0.0,0.0,68.25,0.69,0.0,0.0,0.0
0.0,0.0,0.0,0.0,68.5,0.69,0.0,0.0,0.0
0.0,0.0,0.0,0.0,68.75,0.69,0.0,0.0,0.0
0.0,0.0,0.0,0.0,69.0,0.7,0.0,0.0,0.0
0.0,0.0,0.0,0.0,69.25,0.7,0.0,0.0,0.0
0.0,0.0,0.0,0.0,69.5,0.7,0.0,0.0,0.0
0.0,0.0,0.0,0.0,69.75,0.7,0.0,0.0,0.0
0.0,0.0,0.0,0.0,70.0,0.71,0.0,0.0,0.0
0.0,0.0,0.0,0.0,70.25,0.71,0.0,0.0,0.0
0.0,0.0,0.0,0.0,70.5,0.71,0.0,0.0,0.0
0.0,0.0,0.0,0.0,70.75,0.71,0.0,0.0,0.0
0.0,0.0,0.0,0.0,71.0,0.72,0.0,0.0,0.0
0.0,0.0,0.0,0.0,71.25,0.72,0.0,0.0,0.0
0.0,0.0,0.0,0.0,71.5,0.72,0.0,0.0,0.0
0.0,0.0,0.0,0.0,71.75,0.72,0.0,0.0,0.0
0.0,0.0,0.0,0.0,72.0,0.73,0.0,0.0,0.0
0.0,0.0,0.0,0.0,72.25,0.73,0.0,0.0,0.0
0.0,0.0,0.0,0.0,72.5,0.73,0.0,0.0,0.0
0.0,0.0,0.0,0.0,72.75,0.73,0.0,0.0,0.0
0.0,0.0,0.0,0.0,73.0,0.74,0.0,0.0,0.0
0.0,0.0,0.0,0.0,73.25,0.74,0.0,0.0,0.0
0.0,0.0,0.0,0.0,73.5,0.74,0.0,0.0,0.0
0.0,0.0,0.0,0.0,73.75,0.74,0.0,0.0,0.0
0.0,0.0,0.0,0.0,74.0,0.75,0.0,0.0,0.0
0.0,0.0,0.0,0.0,74.25,0.75,0.0,0.0,0.0
0.0,0.0,0.0,0.0,74.5,0.75,0.0,0.0,0.0
0.0,0.0,0.0,0.0,74.75,0.75,0.0,0.0,0.0
0.0,0.0,0.0,0.0,75.0,0.76,0.0,0.0,0.0
0.0,0.0,0.0,0.0,75.25,0.76,0.0,0.0,0.0
0.0,0.0,0.0,0.0,75.5,0.76,0.0,0.0,0.0
0.0,0.0,0.0,0.0,75.75,0.76,0.0,0.0,0.0
0.0,0.0,0.0,0.0,76.0,0.77,0.0,0.0,0.0
0.0,0.0,0.0,0.0,76.25,0.77,0.0,0.0,0.0
0.0,0.0,0.0,0.0,76.5,0.77,0.0,0.0,0.0
0.0,0.0,0.0,0.0,76.75,0.77,0.0,0.0,0.0
0.0,0.0,0.0,0.0,77.0,0.78,0.0,0.0,0.0
0.0,0.0,0.0,0.0,77.25,0.78,0.0,0.0,0.0
0.0,0.0,0.0,0.0,77.5,0.78,0.0,0.0,0.0
0.0,0.0,0.0,0.0,77.75,0.78,0.0,0.0,0.0
0.0,0.0,0.0,0.0,78.0,0.79,0.0,0.0,0.0
0.0,0.0,0.0,0.0,78.25,0.79,0.0,0.0,0.0
0.0,0.0,0.0,0.0,78.5,0.79,0.0,0.0,0.0
0.0,0.0,0.0,0.0,78.75,0.79,0.0,0.0,0.0
0.0,0.0,0.0,0.0,79.0,0.8,0.0,0.0,0.0
0.0,0.0,0.0,0.0,79.25,0.8,0.0,0.0,0.0
0.0,0.0,0.0,0.0,79.5,0.8,0.0,0.0,0.0
0.0,0.0,0.0,0.0,79.75,0.8,0.0,0.0,0.0
0.0,0.0,0.0,0.0,80.0,0.81,0.0,0.0,0.0
0.0,0.0,0.0,0.0,80.25,0.81,0.0,0.0,0.0
0.0,0.0,0.0,0.0,80.5,0.81,0.0,0.0,0.0
0.0,0.0,0.0,0.0,80.75,0.81,0.0,0.0,0.0
0.0,0.0,0.0,0.0,81.0,0.82,0.0,0.0,0.0
0.0,0.0,0.0,0.0,81.25,0.82,0.0,0.0,0.0
0.0,0.0,0.0,0.0,81.5,0.82,0.0,0.0,0.0
0.0,0.0,0.0,0.0,81.75,0.82,0.0,0.0,0.0
0.0,0.0,0.0,0.0,82.0,0.83,0.0,0.0,0.0
0.0,0.0,0.0,0.0,82.25,0.83,0.0,0.0,0.0
0.0,0.0,0.0,0.0,82.5,0.83,0.0,0.0,0.0
0.0,0.0,0.0,0.0,82.75,0.83,0.0,0.0,0.0
0.0,0.0,0.0,0.0,83.0,0.84,0.0,0.0,0.0
0.0,0.0,0.0,0.0,83.25,0.84,0.0,0.0,0.0
0.0,0.0,0.0,0.0,83.5,0.84,0.0,0.0,0.0
0.0,0.0,0.0,0.0,83.75,0.84,0.0,0.0,0.0
0.0,0.0,0.0,0.0,84.0,0.85,0.0,0.0,0.0
0.0,0.0,0.0,0.0,84.25,0.85,0.0,0.0,0.0
0.0,0.0,0.0,0.0,84.5,0.85,0.0,0.0,0.0
0.0,0.0,0.0,0.0,84.75,0.85,0.0,0.0,0.0
0.0,0.0,0.0,0.0,85.0,0.86,0.0,0.0,0.0
0.0,0.0,0.0,0.0,85.25,0.86,0.0,0.0,0.0
0.0,0.0,0.0,0.0,85.5,0.86,0.0,0.0,0.0
0.0,0.0,0.0,0.0,85.75,0.86,0.0,0.0,0.0
0.0,0.0,0.0,0.0,86.0,0.87,0.0,0.0,0.0
0.0,0.0,0.0,0.0,86.25,0.87,0.0,0.0,0.0
0.0,0.0,0.0,0.0,86.5,0.87,0.0,0.0,0.0
0.0,0.0,0.0,0.0,86.75,0.87,0.0,0.0,0.0
0.0,0.0,0.0,0.0,87.0,0.88,0.0,0.0,0.0
0.0,0.0,0.0,0.0,87.25,0.88,0.0,0.0,0.0
0.0,0.0,0.0,0.0,87.5,0.88,0.0,0.0,0.0
0.0,0.0,0.0,0.0,87.75,0.88,0.0,0.0,0.0
0.0,0.0,0.0,0.0,88.0,0.89,0.0,0.0,0.0
0.0,0.0,0.0,0.0,88.25,0.89,0.0,0.0,0.0
0.0,0.0,0.0,0.0,88.5,0.89,0.0,0.0,0.0
0.0,0.0,0.0,0.0,88.75,0.89,0.0,0.0,0.0
0.0,0.0,0.0,0.0,89.0,0.9,0.0,0.0,0.0
0.0,0.0,0.0,0.0,89.25,0.9,0.0,0.0,0.0
0.0,0.0,0.0,0.0,89.5,0.9,0.0,0.0,0.0
0.0,0.0,0.0,0.0,89.75,0.9,0.0,0.0,0.0
0.0,0.0,0.0,0.0,90.0,0.91,0.0,0.0,0.0
0.0,0.0,0.0,0.0,90.25,0.91,0.0,0.0,0.0
0.0,0.0,0.0,0.0,90.5,0.91,0.0,0.0,0.0
0.0,0.0,0.0,0.0,90.75,0.91,0.0,0.0,0.0
0.0,0.0,0.0,0.0,91.0,0.92,0.0,0.0,0.0
0.0,0.0,0.0,0.0,91.25,0.92,0.0,0.0,0.0
0.0,0.0,0.0,0.0,91.5,0.92,0.0,0.0,0.0
0.0,0.0,0.0,0.0,91.75,0.92,0.0,0.0,0.0
0.0,0.0,0.0,0.0,92.0,0.93,0.0,0.0,0.0
0.0,0.0,0.0,0.0,92.25,0.93,0.0,0.0,0.0
0.0,0.0,0.0,0.0,92.5,0.93,0.0,0.0,0.0
0.0,0.0,0.0,0.0,92.75,0.93,0.0,0.0,0.0
0.0,0.0,0.0,0.0,93.0,0.94,0.0,0.0,0.0
0.0,0.0,0.0,0.0,93.25,0.94,0.0,0.0,0.0
0.0,0.0,0.0,0.0,93.5,0.94,0.0,0.0,0.0
0.0,0.0,0.0,0.0,93.75,0.94,0.0,0.0,0.0
0.0,0.0,0.0,0.0,94.0,0.95,0.0,0.0,0.0
0.0,0.0,0.0,0.0,94.25,0.95,0.0,0.0,0.0
0.0,0.0,0.0,0.0,94.5,0.95,0.0,0.0,0.0
0.0,0.0,0.0,0.0,94.75,0.95,0.0,0.0,0.0
0.0,0.0,0.0,0.0,95.0,0.96,0.0,0.0,0.0
0.0,0.0,0.0,0.0,95.25,0.96,0.0,0.0,0.0
0.0,0.0,0.0,0.0,95.5,0.96,0.0,0.0,0.0
0.0,0.0,0.0,0.0,95.75,0.96,0.0,0.0,0.0
0.0,0.0,0.0,0.0,96.0,0.96,0.01,0.0,0.0
0.0,0.0,0.0,0.0,96.25,0.96,0.01,0.0,0.0
0.0,0.0,0.0,0.0,96.5,0.96,0.01,0.0,0.0
0.0,0.0,0.0,0.0,96.75,0.96,0.01,0.0,0.0
0.0,0.0,0.0,0.0,97.0,0.96,0.02,0.0,0.0
0.0,0.0,0.0,0.0,97.25,0.96,0.02,0.0,0.0
0.0,0.0,0.0,0.0,97.5,0.96,0.02,0.0,0.0
0.0,0.0,0.0,0.0,97.75,0.96,0.02,0.0,0.0
0.0,0.0,0.0,0.0,98.0,0.96,0.03,0.0,0.0
0.0,0.0,0.0,0.0,98.25,0.96,0.03,0.0,0.0
0.0,0.0,0.0,0.0,98.5,0.96,0.03,0.0,0.0
0.0,0.0,0.0,0.0,98.75,0.96,0.03,0.0,0.0
0.0,0.0,0.0,0.0,99.0,0.96,0.04,0.0,0.0
0.0,0.0,0.0,0.0,99.25,0.96,0.04,0.0,0.0
0.0,0.0,0.0,0.0,99.5,0.95,0.05,0.0,0.0
0.0,0.0,0.0,0.0,99.75,0.95,0.05,0.0,0.0
0.0,0.0,0.0,0.0,100.0,0.95,0.06,0.0,0.0
0.0,0.0,0.0,0.0,100.25,0.95,0.06,0.0,0.0
0.0,0.0,0.0,0.0,100.5,0.95,0.06,0.0,0.0
0.0,0.0,0.0,0.0,100.75,0.95,0.06,0.0,0.0
