selected,total,duration,solving_time,instant,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,"(1, 9)","(2, 10)","(3, 11)","(9, 1)","(10, 2)","(11, 3)","(12, 4)","(13, 5)","(14, 6)","(15, 7)","(16, 8)","(10, 9)","(9, 10)","(11, 10)","(10, 11)","(12, 11)","(11, 12)","(13, 12)","(12, 13)","(14, 13)","(13, 14)","(15, 14)","(14, 15)","(16, 15)","(15, 16)","(9, 16)","(16, 9)","(10, 17)","(17, 10)","(12, 17)","(17, 12)","(14, 17)","(17, 14)","(16, 17)","(17, 16)","(10, 18)","(18, 10)","(12, 18)","(18, 12)","(14, 18)","(18, 14)","(16, 18)","(18, 16)"
0.0,0.0,0.0,0.0,7.21223,0.8,0.7,0.7,0.0,0.0,0.0,0.0,0.7,0.78,0.8,0.8,0.68,0.0,0.0,0.72,0.68,0.0,0.186,0.674,0.0,0.0,0.08,0.084,0.084,0.0,0.0,0.0,0.0,0.084,0.125,0.221,0.33,0.047,0.125,0.01,0.065,0.0,0.0,0.01,0.01,0.0,0.036,0.035,0.077,0.035,0.0,0.025,0.0525,0.0,0.0125,0.0,0.0,0.04,0.1485,0.0,0.0625,0.017,0.035,0.0,0.05,0.0
0.0,0.0,0.0,0.0,7.35278,0.8,0.7,0.7,0.0,0.0,0.0,0.0,0.7,0.82,0.8,0.8,0.68,0.0,0.0,0.72,0.82,0.0,0.168,0.674,0.0,0.0,0.08,0.084,0.084,0.0,0.0,0.0,0.0,0.084,0.125,0.212,0.33,0.047,0.125,0.01,0.065,0.0,0.0,0.01,0.01,0.0,0.036,0.035,0.084,0.045,0.0,0.025,0.0525,0.0,0.0125,0.0,0.0,0.04,0.144,0.0,0.0625,0.017,0.035,0.0,0.0275,0.0
0.0,0.0,0.0,0.0,7.39007,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.82,0.82,0.82,0.68,0.0,0.0,0.72,0.82,0.0,0.18,0.674,0.0,0.0,0.08,0.072,0.0,0.0,0.0,0.0,0.0,0.084,0.125,0.21,0.36,0.041,0.125,0.01,0.065,0.0,0.0,0.01,0.01,0.0,0.036,0.035,0.086,0.045,0.0,0.025,0.0525,0.001,0.0125,0.0,0.001,0.04,0.161,0.0,0.0625,0.016,0.035,0.0,0.0275,0.0
0.0,0.0,0.0,0.0,7.78179,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.82,0.82,0.82,0.7,0.0,0.0,0.72,0.82,0.0,0.176,0.674,0.0,0.0,0.08,0.084,0.0,0.0,0.0,0.0,0.0,0.084,0.125,0.209,0.355,0.041,0.125,0.015,0.065,0.0,0.0,0.01,0.01,0.0,0.036,0.035,0.087,0.045,0.0,0.025,0.0525,0.0015,0.0125,0.0,0.0015,0.04,0.155,0.0,0.0625,0.016,0.035,0.0,0.0275,0.0
0.0,0.0,0.0,0.0,8.09673,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.82,0.82,0.82,0.7,0.0,0.0,0.72,0.82,0.0,0.176,0.674,0.0,0.0,0.08,0.084,0.0,0.0,0.0,0.0,0.0,0.084,0.125,0.209,0.355,0.041,0.125,0.015,0.065,0.0,0.0,0.01,0.01,0.0,0.036,0.035,0.087,0.045,0.0,0.025,0.0525,0.0015,0.0125,0.0,0.0015,0.04,0.155,0.0,0.0625,0.016,0.035,0.0,0.0275,0.0
0.0,0.0,0.0,0.0,8.13494,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.82,0.82,0.82,0.7,0.0,0.0,0.72,0.82,0.0,0.176,0.674,0.0,0.0,0.08,0.084,0.0,0.0,0.0,0.0,0.0,0.084,0.125,0.209,0.355,0.041,0.125,0.015,0.065,0.0,0.0,0.01,0.01,0.0,0.036,0.035,0.087,0.045,0.0,0.025,0.0525,0.0015,0.0125,0.0,0.0015,0.04,0.155,0.0,0.0625,0.016,0.035,0.0,0.0275,0.0
0.0,0.0,0.0,0.0,10.36069,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.72,0.82,0.82,0.7,0.0,0.0,0.72,0.82,0.0,0.186,0.674,0.0,0.0,0.08,0.084,0.0,0.0,0.0,0.0,0.0,0.084,0.125,0.214,0.355,0.041,0.125,0.015,0.065,0.0,0.0,0.01,0.01,0.0,0.036,0.035,0.087,0.02,0.0,0.025,0.0525,0.0015,0.0,0.0,0.0015,0.0275,0.1575,0.0,0.0625,0.016,0.0475,0.0,0.0275,0.0
0.0,0.0,0.0,0.0,10.36576,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.78,0.78,0.8,0.7,0.0,0.0,0.72,0.82,0.0,0.186,0.674,0.0,0.0,0.08,0.084,0.0,0.0,0.0,0.0,0.0,0.084,0.14,0.211,0.36,0.04,0.125,0.015,0.065,0.0,0.0,0.01,0.01,0.0,0.036,0.035,0.087,0.02,0.0,0.025,0.0525,0.0015,0.0,0.0,0.0015,0.0275,0.1575,0.0,0.0625,0.016,0.0475,0.0,0.0275,0.0
0.0,0.0,0.0,0.0,10.37116,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.82,0.82,0.8,0.7,0.0,0.0,0.72,0.82,0.0,0.178,0.674,0.0,0.0,0.08,0.084,0.0,0.0,0.0,0.0,0.0,0.084,0.15,0.209,0.36,0.04,0.125,0.015,0.065,0.0,0.0,0.01,0.01,0.0,0.036,0.035,0.087,0.02,0.0,0.025,0.0525,0.0015,0.0,0.0,0.0015,0.0275,0.1455,0.0,0.0625,0.016,0.0475,0.0,0.0275,0.0
0.0,0.0,0.0,0.0,10.5193,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.82,0.82,0.8,0.7,0.0,0.0,0.72,0.82,0.0,0.178,0.674,0.0,0.0,0.08,0.084,0.0,0.0,0.0,0.0,0.0,0.084,0.15,0.209,0.36,0.04,0.125,0.015,0.065,0.0,0.0,0.01,0.01,0.0,0.036,0.035,0.087,0.02,0.0,0.025,0.0525,0.0015,0.0,0.0,0.0015,0.0275,0.1455,0.0,0.0625,0.016,0.0475,0.0,0.0275,0.0
0.0,0.0,0.0,0.0,10.54473,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.82,0.82,0.8,0.7,0.0,0.0,0.72,0.82,0.0,0.178,0.674,0.0,0.0,0.08,0.084,0.0,0.0,0.0,0.0,0.0,0.084,0.15,0.209,0.36,0.04,0.125,0.015,0.065,0.0,0.0,0.01,0.01,0.0,0.036,0.035,0.087,0.02,0.0,0.025,0.0525,0.0015,0.0,0.0,0.0015,0.0275,0.1455,0.0,0.0625,0.016,0.0475,0.0,0.0275,0.0
0.0,0.0,0.0,0.0,10.60754,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.82,0.82,0.8,0.7,0.0,0.0,0.72,0.82,0.0,0.178,0.674,0.0,0.0,0.08,0.084,0.0,0.0,0.0,0.0,0.0,0.084,0.15,0.209,0.36,0.04,0.125,0.015,0.065,0.0,0.0,0.01,0.01,0.0,0.036,0.035,0.087,0.02,0.0,0.025,0.0525,0.0015,0.0,0.0,0.0015,0.0275,0.1455,0.0,0.0625,0.016,0.0475,0.0,0.0275,0.0
0.0,0.0,0.0,0.0,10.76999,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.4,0.82,0.82,0.8,0.7,0.0,0.0,0.82,0.82,0.0,0.174,0.674,0.0,0.0,0.08,0.084,0.0,0.0,0.0,0.0,0.0,0.048,0.15,0.207,0.36,0.04,0.125,0.015,0.065,0.0,0.0,0.01,0.0,0.0,0.041,0.02,0.089,0.02,0.0,0.025,0.0525,0.0015,0.0,0.0,0.0015,0.0275,0.1445,0.0,0.0625,0.016,0.0425,0.0,0.0275,0.0
0.0,0.0,0.0,0.0,10.77897,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.4,0.82,0.7,0.8,0.7,0.0,0.0,0.82,0.82,0.0,0.186,0.674,0.0,0.0,0.08,0.084,0.0,0.0,0.0,0.0,0.0,0.048,0.15,0.207,0.36,0.04,0.125,0.015,0.065,0.0,0.0,0.01,0.0,0.0,0.041,0.02,0.089,0.02,0.0,0.01,0.0375,0.0015,0.0,0.0,0.0015,0.0275,0.1475,0.0,0.0775,0.016,0.0425,0.0,0.0275,0.0
0.0,0.0,0.0,0.0,10.87748,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.82,0.7,0.8,0.7,0.0,0.0,0.82,0.82,0.0,0.182,0.674,0.0,0.0,0.08,0.084,0.0,0.0,0.0,0.0,0.0,0.072,0.15,0.205,0.36,0.04,0.125,0.015,0.065,0.0,0.0,0.01,0.0,0.0,0.041,0.02,0.091,0.02,0.0,0.01,0.0375,0.0015,0.0,0.0,0.0015,0.0275,0.1465,0.0,0.0775,0.016,0.0425,0.0,0.0225,0.0
0.0,0.0,0.0,0.0,10.90409,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.82,0.7,0.8,0.68,0.0,0.0,0.82,0.82,0.0,0.184,0.674,0.0,0.0,0.08,0.084,0.0,0.0,0.0,0.0,0.0,0.072,0.15,0.205,0.36,0.04,0.125,0.015,0.06,0.0,0.0,0.015,0.0,0.0,0.041,0.02,0.091,0.02,0.0,0.01,0.0375,0.0015,0.0,0.0,0.0015,0.0275,0.1465,0.0,0.0775,0.0155,0.045,0.0,0.0225,0.0
0.0,0.0,0.0,0.0,11.17269,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.82,0.82,0.82,0.7,0.0,0.0,0.82,0.82,0.0,0.168,0.674,0.0,0.0,0.08,0.084,0.0,0.0,0.0,0.0,0.0,0.072,0.15,0.204,0.35,0.041,0.125,0.02,0.06,0.0,0.0,0.015,0.0,0.0,0.041,0.02,0.092,0.02,0.0,0.01,0.0375,0.002,0.0,0.0,0.002,0.0275,0.1225,0.0,0.0775,0.0155,0.045,0.0,0.0225,0.0
0.0,0.0,0.0,0.0,11.2621,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.82,0.82,0.82,0.7,0.0,0.0,0.82,0.82,0.0,0.168,0.674,0.0,0.0,0.08,0.084,0.0,0.0,0.0,0.0,0.0,0.072,0.15,0.204,0.35,0.041,0.125,0.02,0.06,0.0,0.0,0.015,0.0,0.0,0.041,0.02,0.092,0.02,0.0,0.01,0.0375,0.002,0.0,0.0,0.002,0.0275,0.1225,0.0,0.0775,0.0155,0.045,0.0,0.0225,0.0
0.0,0.0,0.0,0.0,11.37207,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.82,0.82,0.7,0.7,0.0,0.0,0.82,0.82,0.0,0.18,0.674,0.0,0.0,0.08,0.084,0.0,0.0,0.0,0.0,0.0,0.072,0.15,0.204,0.35,0.035,0.095,0.02,0.06,0.0,0.0,0.015,0.0,0.0,0.041,0.02,0.092,0.02,0.0,0.01,0.0375,0.002,0.0,0.0,0.002,0.0275,0.1255,0.0,0.0925,0.0155,0.045,0.0,0.0225,0.0
0.0,0.0,0.0,0.0,11.46976,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.82,0.82,0.68,0.7,0.0,0.0,0.82,0.82,0.0,0.182,0.674,0.0,0.0,0.08,0.084,0.0,0.0,0.0,0.0,0.0,0.072,0.15,0.204,0.35,0.034,0.09,0.02,0.06,0.0,0.0,0.015,0.0,0.0,0.041,0.02,0.092,0.02,0.0,0.01,0.0375,0.002,0.0,0.0,0.002,0.0275,0.126,0.0,0.095,0.0155,0.045,0.0,0.0225,0.0
0.0,0.0,0.0,0.0,11.48973,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.82,0.74,0.76,0.7,0.0,0.0,0.82,0.82,0.0,0.182,0.674,0.0,0.0,0.08,0.084,0.0,0.0,0.0,0.0,0.0,0.072,0.15,0.204,0.33,0.038,0.09,0.02,0.06,0.0,0.0,0.015,0.0,0.0,0.041,0.02,0.092,0.02,0.0,0.01,0.0375,0.002,0.0,0.0,0.002,0.0275,0.126,0.0,0.095,0.0155,0.045,0.0,0.0225,0.0
0.0,0.0,0.0,0.0,11.66647,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.82,0.72,0.76,0.7,0.0,0.0,0.82,0.82,0.0,0.184,0.674,0.0,0.0,0.08,0.084,0.0,0.0,0.0,0.0,0.0,0.072,0.15,0.204,0.33,0.038,0.09,0.02,0.06,0.0,0.0,0.015,0.0,0.0,0.041,0.02,0.092,0.02,0.0,0.0075,0.035,0.002,0.0,0.0,0.002,0.0275,0.1265,0.0,0.0975,0.0155,0.045,0.0,0.0225,0.0
0.0,0.0,0.0,0.0,12.1719,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.82,0.72,0.76,0.68,0.0,0.0,0.82,0.82,0.0,0.186,0.674,0.0,0.0,0.08,0.084,0.0,0.0,0.0,0.0,0.0,0.072,0.15,0.204,0.33,0.038,0.09,0.02,0.06,0.0,0.0,0.015,0.0,0.0,0.041,0.02,0.092,0.02,0.0,0.0075,0.035,0.002,0.0,0.0,0.002,0.0275,0.1265,0.0,0.1,0.015,0.045,0.0,0.0225,0.0
0.0,0.0,0.0,0.0,13.02105,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.76,0.78,0.78,0.68,0.0,0.0,0.82,0.82,0.0,0.186,0.676,0.0,0.0,0.07,0.084,0.0,0.0,0.0,0.0,0.0,0.072,0.13,0.208,0.325,0.039,0.09,0.02,0.06,0.0,0.0,0.015,0.0,0.0,0.041,0.02,0.092,0.02,0.0,0.0075,0.035,0.002,0.0,0.0,0.002,0.0275,0.1265,0.0,0.1,0.015,0.045,0.0,0.0225,0.0
0.0,0.0,0.0,0.0,13.42445,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.76,0.78,0.78,0.68,0.0,0.0,0.82,0.68,0.0,0.2,0.676,0.0,0.0,0.07,0.084,0.0,0.0,0.0,0.0,0.0,0.072,0.13,0.215,0.325,0.039,0.09,0.02,0.06,0.0,0.0,0.015,0.0,0.0,0.041,0.02,0.085,0.02,0.0,0.0075,0.0175,0.002,0.0,0.0,0.002,0.01,0.13,0.0,0.1175,0.015,0.045,0.0,0.0225,0.0
0.0,0.0,0.0,0.0,13.70557,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.78,0.78,0.78,0.68,0.0,0.0,0.82,0.78,0.0,0.188,0.676,0.0,0.0,0.07,0.084,0.0,0.0,0.0,0.0,0.0,0.072,0.13,0.209,0.325,0.039,0.09,0.02,0.06,0.0,0.0,0.015,0.0,0.0,0.041,0.02,0.09,0.025,0.0,0.0075,0.0175,0.002,0.0,0.0,0.002,0.01,0.127,0.0,0.1175,0.015,0.045,0.0,0.0075,0.0
0.0,0.0,0.0,0.0,13.78014,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.82,0.82,0.82,0.68,0.0,0.0,0.82,0.78,0.0,0.176,0.674,0.0,0.0,0.08,0.072,0.0,0.0,0.0,0.0,0.0,0.072,0.145,0.206,0.315,0.041,0.09,0.02,0.06,0.0,0.0,0.015,0.0,0.0,0.041,0.02,0.09,0.025,0.0,0.0075,0.0175,0.002,0.0,0.0,0.002,0.01,0.109,0.0,0.1175,0.015,0.045,0.0,0.0075,0.0
