selected,total,duration,solving_time,1,2,3,4,5,6,"(1, 2)","(1, 3)","(2, 3)","(2, 4)","(3, 5)","(4, 5)","(4, 6)","(5, 6)"
4.0,2.6180867052023125,4.696846008300781e-5,4.410743713378906e-5,0.0,0.0,0.4,0.72,0.46,0.04,0.0,0.0,0.189,0.308,0.198,0.0,0.12,0.0
5.0,3.011851851851852,0.0013089179992675781,8.606910705566406e-5,0.0,0.0,0.4,0.72,0.48,0.04,0.0,0.0,0.189,0.308,0.198,0.0,0.12,0.0
5.0,1.003076923076923,5.1021575927734375e-5,4.601478576660156e-5,0.0,0.0,0.4,0.72,0.52,0.04,0.0,0.0,0.189,0.308,0.198,0.0,0.12,0.0
4.0,4.4941944886062535,0.0966639518737793,9.894371032714844e-5,0.0,0.0,0.37,0.68,0.46,0.04,0.0,0.0,0.189,0.26,0.198,0.0,0.12,0.0
3.0,2.5843472099896267,5.507469177246094e-5,5.0067901611328125e-5,0.0,0.0,0.4,0.68,0.46,0.04,0.0,0.0,0.189,0.26,0.198,0.0,0.12,0.0
4.0,4.716351351351351,4.410743713378906e-5,4.1961669921875e-5,0.0,0.0,0.4,0.72,0.46,0.04,0.0,0.0,0.189,0.26,0.198,0.0,0.12,0.0
4.0,4.006825811881261,4.00543212890625e-5,3.814697265625e-5,0.0,0.0,0.4,0.75,0.46,0.04,0.0,0.0,0.243,0.26,0.198,0.0,0.12,0.0
4.0,4.31539724045269,3.695487976074219e-5,3.504753112792969e-5,0.0,0.0,0.4,0.77,0.46,0.04,0.0,0.0,0.306,0.26,0.198,0.0,0.12,0.0
5.0,2.466734644869308,0.0013971328735351562,9.512901306152344e-5,0.0,0.0,0.37,0.73,0.47,0.04,0.0,0.0,0.306,0.26,0.198,0.0,0.12,0.0
5.0,4.461675245847645,5.412101745605469e-5,4.9114227294921875e-5,0.0,0.0,0.37,0.73,0.49,0.04,0.0,0.0,0.306,0.26,0.198,0.0,0.12,0.0
4.0,2.9196272134203163,0.00015997886657714844,4.696846008300781e-5,0.0,0.0,0.37,0.75,0.46,0.04,0.0,0.0,0.243,0.26,0.198,0.0,0.12,0.0
5.0,3.011851851851852,0.0013189315795898438,8.487701416015625e-5,0.0,0.0,0.37,0.71,0.48,0.04,0.0,0.0,0.243,0.26,0.198,0.0,0.12,0.0
5.0,1.003076923076923,5.1975250244140625e-5,4.696846008300781e-5,0.0,0.0,0.37,0.71,0.52,0.04,0.0,0.0,0.243,0.26,0.198,0.0,0.12,0.0
4.0,4.801293880086983,0.0955040454864502,3.0994415283203125e-5,0.0,0.0,0.37,0.73,0.46,0.04,0.0,0.0,0.243,0.26,0.198,0.0,0.16,0.0
3.0,2.456305550313476,1.0013580322265625e-5,9.059906005859375e-6,0.0,0.0,0.4,0.73,0.46,0.04,0.0,0.0,0.243,0.26,0.198,0.0,0.16,0.0
4.0,5.095055055055054,7.867813110351562e-6,6.9141387939453125e-6,0.0,0.0,0.4,0.77,0.46,0.04,0.0,0.0,0.243,0.26,0.198,0.0,0.16,0.0
5.0,4.466734644869309,8.106231689453125e-6,8.106231689453125e-6,0.0,0.0,0.4,0.77,0.49,0.04,0.0,0.0,0.243,0.26,0.198,0.0,0.16,0.0
4.0,4.116109206679603,0.0010938644409179688,9.775161743164062e-6,0.0,0.0,0.37,0.75,0.49,0.04,0.0,0.0,0.306,0.26,0.198,0.0,0.16,0.0
5.0,2.4556671067429465,0.0011050701141357422,1.5020370483398438e-5,0.0,0.0,0.34,0.71,0.5,0.04,0.0,0.0,0.243,0.212,0.198,0.0,0.12,0.0
3.0,4.447140571239067,1.0013580322265625e-5,9.059906005859375e-6,0.0,0.0,0.36,0.71,0.5,0.04,0.0,0.0,0.243,0.212,0.25,0.0,0.12,0.0
4.0,3.029311395063889,0.001087188720703125,1.0013580322265625e-5,0.0,0.0,0.35,0.75,0.48,0.04,0.0,0.0,0.243,0.212,0.184,0.0,0.12,0.0
5.0,3.003076923076923,0.0012078285217285156,1.2874603271484375e-5,0.0,0.0,0.35,0.71,0.5,0.04,0.0,0.0,0.243,0.212,0.184,0.0,0.12,0.0
5.0,1.0,9.059906005859375e-6,7.867813110351562e-6,0.0,0.0,0.35,0.71,0.54,0.04,0.0,0.0,0.243,0.212,0.184,0.0,0.12,0.0
4.0,4.8876453670833975,0.09654116630554199,9.918212890625e-5,0.0,0.0,0.32,0.71,0.48,0.04,0.0,0.0,0.243,0.164,0.184,0.0,0.12,0.0
3.0,2.539592198306007,5.412101745605469e-5,4.8160552978515625e-5,0.0,0.0,0.35,0.71,0.48,0.04,0.0,0.0,0.243,0.164,0.184,0.0,0.12,0.0
4.0,5.148448110872793,4.696846008300781e-5,4.410743713378906e-5,0.0,0.0,0.35,0.75,0.48,0.04,0.0,0.0,0.243,0.164,0.184,0.0,0.12,0.0
3.0,4.467359934183463,4.291534423828125e-5,4.100799560546875e-5,0.0,0.0,0.38,0.75,0.48,0.04,0.0,0.0,0.243,0.164,0.232,0.0,0.12,0.0
5.0,4.3771602564102565,4.410743713378906e-5,4.1961669921875e-5,0.0,0.0,0.38,0.75,0.5,0.04,0.0,0.0,0.243,0.164,0.232,0.0,0.12,0.0
3.0,2.3383155530600783,0.0012879371643066406,5.1975250244140625e-5,0.0,0.0,0.36,0.71,0.5,0.04,0.0,0.0,0.243,0.164,0.298,0.0,0.12,0.0
5.0,4.232501424501424,4.291534423828125e-5,4.00543212890625e-5,0.0,0.0,0.36,0.71,0.52,0.04,0.0,0.0,0.243,0.164,0.298,0.0,0.12,0.0
4.0,3.2377011494252868,0.0013649463653564453,8.487701416015625e-5,0.0,0.0,0.33,0.75,0.5,0.04,0.0,0.0,0.243,0.13,0.232,0.0,0.12,0.0
5.0,3.0,5.3882598876953125e-5,4.887580871582031e-5,0.0,0.0,0.33,0.75,0.52,0.04,0.0,0.0,0.243,0.13,0.232,0.0,0.12,0.0
5.0,1.0033333333333334,4.100799560546875e-5,3.790855407714844e-5,0.0,0.0,0.33,0.75,0.56,0.04,0.0,0.0,0.243,0.13,0.232,0.0,0.12,0.0
4.0,5.119367816091954,0.09659719467163086,0.00010013580322265625,0.0,0.0,0.33,0.73,0.5,0.04,0.0,0.0,0.243,0.13,0.232,0.0,0.16,0.0
3.0,2.521541276444725,5.507469177246094e-5,5.1021575927734375e-5,0.0,0.0,0.36,0.73,0.5,0.04,0.0,0.0,0.243,0.13,0.232,0.0,0.16,0.0
4.0,5.4131289910600255,4.410743713378906e-5,4.1961669921875e-5,0.0,0.0,0.36,0.77,0.5,0.04,0.0,0.0,0.243,0.13,0.232,0.0,0.16,0.0
3.0,4.32235401459854,4.1961669921875e-5,3.910064697265625e-5,0.0,0.0,0.39,0.77,0.5,0.04,0.0,0.0,0.243,0.13,0.28,0.0,0.16,0.0
5.0,4.268888888888888,0.00018095970153808594,4.696846008300781e-5,0.0,0.0,0.33,0.73,0.52,0.02,0.0,0.0,0.243,0.082,0.28,0.0,0.16,0.0
3.0,2.268254355233479,0.0012950897216796875,8.511543273925781e-5,0.0,0.0,0.34,0.73,0.52,0.02,0.0,0.0,0.243,0.082,0.346,0.0,0.16,0.0
5.0,4.148385321100918,8.511543273925781e-5,8.106231689453125e-5,0.0,0.0,0.34,0.73,0.54,0.02,0.0,0.0,0.243,0.082,0.346,0.0,0.16,0.0
4.0,3.6421238717709303,0.0013048648834228516,8.392333984375e-5,0.0,0.0,0.32,0.77,0.51,0.02,0.0,0.0,0.243,0.048,0.346,0.0,0.16,0.0
5.0,3.0007843137254904,0.0012788772583007812,6.079673767089844e-5,0.0,0.0,0.32,0.73,0.51,0.02,0.0,0.0,0.243,0.048,0.346,0.0,0.16,0.0
5.0,1.0008163265306123,4.291534423828125e-5,3.910064697265625e-5,0.0,0.0,0.32,0.73,0.55,0.02,0.0,0.0,0.243,0.048,0.346,0.0,0.16,0.0
6.0,5.349304521808723,0.09565591812133789,0.0001609325408935547,0.0,0.0,0.32,0.73,0.51,0.04,0.0,0.0,0.243,0.048,0.346,0.0,0.16,0.0
3.0,2.539592198306007,6.890296936035156e-5,6.29425048828125e-5,0.0,0.0,0.35,0.73,0.51,0.04,0.0,0.0,0.243,0.048,0.346,0.0,0.16,0.0
1.0,5.556793469025894,4.792213439941406e-5,4.506111145019531e-5,0.04,0.0,0.35,0.73,0.51,0.04,0.059,0.0,0.243,0.107,0.346,0.0,0.16,0.0
5.0,4.1458683142981965,4.315376281738281e-5,4.100799560546875e-5,0.04,0.0,0.35,0.73,0.54,0.04,0.059,0.0,0.243,0.107,0.346,0.0,0.16,0.0
4.0,3.7444534934763136,0.0001800060272216797,4.601478576660156e-5,0.04,0.0,0.29,0.71,0.54,0.02,0.059,0.0,0.243,0.059,0.346,0.063,0.16,0.0
5.0,2.1589650312458453,0.001194000244140625,4.696846008300781e-5,0.04,0.0,0.29,0.69,0.55,0.02,0.059,0.0,0.18,0.059,0.346,0.063,0.16,0.0
5.0,4.167274209989807,4.410743713378906e-5,4.100799560546875e-5,0.04,0.0,0.29,0.69,0.57,0.02,0.059,0.0,0.18,0.059,0.346,0.063,0.16,0.0
2.0,3.217777777777778,0.001180887222290039,4.792213439941406e-5,0.04,0.04,0.29,0.69,0.55,0.02,0.059,0.0,0.18,0.106,0.346,0.063,0.16,0.0
4.0,2.5994015057087294,0.0012857913970947266,8.702278137207031e-5,0.04,0.04,0.28,0.71,0.55,0.02,0.059,0.0,0.18,0.106,0.28,0.122,0.16,0.0
5.0,1.0222222222222224,5.1975250244140625e-5,4.696846008300781e-5,0.04,0.04,0.28,0.71,0.59,0.02,0.059,0.0,0.18,0.106,0.28,0.122,0.16,0.0
2.0,4.946177394034537,0.09546399116516113,0.00011897087097167969,0.04,0.06,0.28,0.67,0.53,0.02,0.059,0.0,0.18,0.146,0.28,0.122,0.2,0.0
3.0,2.76840108401084,5.817413330078125e-5,5.1975250244140625e-5,0.04,0.06,0.31,0.67,0.53,0.02,0.059,0.0,0.18,0.146,0.28,0.122,0.2,0.0
1.0,4.6621328671328675,4.601478576660156e-5,4.410743713378906e-5,0.08,0.06,0.31,0.67,0.53,0.02,0.118,0.0,0.18,0.205,0.28,0.122,0.2,0.0
4.0,3.806118172879235,4.100799560546875e-5,3.910064697265625e-5,0.08,0.06,0.31,0.7,0.53,0.02,0.118,0.0,0.18,0.205,0.28,0.176,0.2,0.0
4.0,3.75699161316444,0.0012230873107910156,5.0067901611328125e-5,0.08,0.06,0.28,0.68,0.53,0.02,0.118,0.0,0.18,0.205,0.28,0.239,0.2,0.0
5.0,2.269705215419501,0.001416921615600586,0.00013399124145507812,0.08,0.06,0.28,0.61,0.52,0.02,0.118,0.0,0.063,0.205,0.28,0.239,0.16,0.0
5.0,4.272222222222222,6.985664367675781e-5,6.389617919921875e-5,0.08,0.06,0.28,0.61,0.54,0.02,0.118,0.0,0.063,0.205,0.28,0.239,0.16,0.0
4.0,2.56196419932269,5.817413330078125e-5,5.412101745605469e-5,0.08,0.06,0.28,0.65,0.54,0.02,0.118,0.0,0.063,0.205,0.28,0.239,0.16,0.0
4.0,2.3110288177898797,0.0013349056243896484,8.58306884765625e-5,0.08,0.06,0.28,0.63,0.53,0.02,0.118,0.0,0.063,0.205,0.28,0.298,0.16,0.0
5.0,1.0076595744680852,9.894371032714844e-5,9.393692016601562e-5,0.08,0.06,0.28,0.63,0.57,0.02,0.118,0.0,0.063,0.205,0.28,0.298,0.16,0.0
4.0,4.560972501188134,0.09546399116516113,0.00015783309936523438,0.08,0.06,0.28,0.65,0.51,0.02,0.118,0.0,0.063,0.205,0.28,0.298,0.2,0.0
3.0,3.084124748013755,6.699562072753906e-5,6.103515625e-5,0.08,0.06,0.31,0.65,0.51,0.02,0.118,0.0,0.063,0.205,0.28,0.298,0.2,0.0
